title,id,language,ontologyId,address,position,access,distance,categories,foodTypes,references,contacts,openingHours,province
Kosal Angkor - Private Day Tour,here:pds:place:116w63gg-e69db832b45167bc6899155f5697bd17,en,here:cm:ontology:landmark_attraction,"{'label': 'Kosal Angkor - Private Day Tour, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.34903, 'lng': 103.86724}","[{'lat': 13.3489, 'lng': 103.86719}]",116582,"[{'id': '300-3000-0000', 'name': 'Landmark-Attraction', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '24139256'}]","[{'phone': [{'value': '+85512877067'}], 'www': [{'value': 'http://angkortransports.com'}]}]",Not Available,Siem Reap
C B D Angkor,here:pds:place:116w63gu-295200b9cf64cd7d21364c020aea1c44,en,here:cm:ontology:landmark_attraction,"{'label': 'C B D Angkor, ផ្លូវ ខ្នារចាស់, 171206 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ជ្រាវ', 'street': 'ផ្លូវ ខ្នារចាស់', 'postalCode': '171206'}","{'lat': 13.343, 'lng': 103.89666}","[{'lat': 13.343, 'lng': 103.8968}]",116584,"[{'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}, {'id': '400-4100-0041', 'name': 'Transportation Service'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '27648792'}]","[{'phone': [{'value': '+85516996441'}], 'www': [{'value': 'https://www.cbdangkor.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Angkor Temple Guide,here:pds:place:116aabd1-6b18dae171910d34b0a1eadb13929d8d,en,here:cm:ontology:landmark_attraction,"{'label': 'Angkor Temple Guide, ផ្លូវខេត្ត 267, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 267', 'postalCode': '171202'}","{'lat': 13.35188, 'lng': 103.85266}","[{'lat': 13.35178, 'lng': 103.85275}]",116600,"[{'id': '300-3000-0000', 'name': 'Landmark-Attraction', 'primary': True}, {'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '10520911'}, {'supplier': {'id': 'tripadvisor'}, 'id': '3368052'}]","[{'phone': [{'value': '+85592999051'}], 'www': [{'value': 'http://www.angkortempleguide.com'}]}]","[{'text': ['Mon-Fri: 06:00 - 22:00', 'Sat, Sun: 09:00 - 17:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR'}, {'start': 'T090000', 'duration': 'PT08H00M', 'recurrence': 'FREQ:DAILY;BYDAY:SA,SU'}]}]",Siem Reap
Angkor Taxi Hen,here:pds:place:116w63gg-5bf56f130fb25305a8df17cac3e54237,en,here:cm:ontology:landmark_attraction,"{'label': 'Angkor Taxi Hen, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.34948, 'lng': 103.86603}","[{'lat': 13.34935, 'lng': 103.86598}]",116606,"[{'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}, {'id': '400-4100-0041', 'name': 'Transportation Service'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '14076442'}]","[{'phone': [{'value': '+85592883476'}], 'www': [{'value': 'https://www.facebook.com/angkortuktuktaxidriver'}]}]","[{'text': ['Mon-Sun: 04:00 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T040000', 'duration': 'PT19H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Angkor Visitor,here:pds:place:116aabd1-87557a336d210465f106e11233c9b985,en,here:cm:ontology:landmark_attraction,"{'label': 'Angkor Visitor, ផ្លូវជាតិ 63, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171202'}","{'lat': 13.35218, 'lng': 103.85348}","[{'lat': 13.3522, 'lng': 103.85334}]",116648,"[{'id': '300-3000-0000', 'name': 'Landmark-Attraction', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '2642828'}]","[{'phone': [{'value': '+85512381100'}], 'www': [{'value': 'http://www.angkorvisitor.com'}]}]","[{'text': ['Mon-Sun: 05:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT15H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Blue Sky Bike Tours,here:pds:place:116w63gg-4bb7f1693e889b86a3f14308554cf068,en,here:cm:ontology:landmark_attraction,"{'label': 'Blue Sky Bike Tours, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35207, 'lng': 103.85539}","[{'lat': 13.35194, 'lng': 103.85544}]",116674,"[{'id': '300-3000-0000', 'name': 'Landmark-Attraction', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '15557496'}]","[{'phone': [{'value': '+85569996988'}], 'www': [{'value': 'http://blueskybiketour.com'}]}]","[{'text': ['Mon-Sun: 07:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
The Angkor Guide,here:pds:place:116aabd1-8998501ca69205b10e5eb51f2e2f6d51,en,here:cm:ontology:landmark_attraction,"{'label': 'The Angkor Guide, វិថី លោកតាណឺយ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី លោកតាណឺយ', 'postalCode': '171204'}","{'lat': 13.35029, 'lng': 103.86629}","[{'lat': 13.35037, 'lng': 103.86618}]",116700,"[{'id': '300-3000-0000', 'name': 'Landmark-Attraction', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '2588151'}]","[{'phone': [{'value': '+85592725552'}], 'www': [{'value': 'http://www.theangkorguide.net'}]}]","[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
You Khemarak,here:pds:place:116w665b-beb8adeaba57ccbf09efb396a625e40a,en,here:cm:ontology:landmark_attraction,"{'label': 'You Khemarak, 170401 សូត្រនិគម, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សូត្រនិគម', 'district': 'ចន្ទស', 'postalCode': '170401'}","{'lat': 13.33019, 'lng': 104.09969}","[{'lat': 13.33016, 'lng': 104.09955}]",233569,"[{'id': '300-3000-0000', 'name': 'Landmark-Attraction', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '27184171'}]","[{'phone': [{'value': '+85585959195'}], 'www': [{'value': 'http://youkhemarak.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Siem Reap Transport Booking,here:pds:place:116w665b-6706d2e39ab78737a9f2560a69868f19,en,here:cm:ontology:landmark_attraction,"{'label': 'Siem Reap Transport Booking, 170401 សូត្រនិគម, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សូត្រនិគម', 'district': 'ចន្ទស', 'postalCode': '170401'}","{'lat': 13.33019, 'lng': 104.09969}","[{'lat': 13.33016, 'lng': 104.09955}]",233569,"[{'id': '300-3000-0000', 'name': 'Landmark-Attraction', 'primary': True}, {'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '25099579'}, {'supplier': {'id': 'tripadvisor'}, 'id': '25103141'}]","[{'phone': [{'value': '+85581789070'}], 'www': [{'value': 'http://siemreaptransportbooking.com'}]}]","[{'categories': [{'id': '300-3000-0000'}], 'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}, {'categories': [{'id': '700-7400-0133'}], 'text': ['Mon: 00:00 - 23:30'], 'isOpen': False, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO'}]}]",Siem Reap
Da Photography & Angkor Tours,here:pds:place:116w63u5-a46601cd99377a189174318a06e295ec,en,here:cm:ontology:landmark_attraction,"{'label': 'Da Photography & Angkor Tours, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.37135, 'lng': 103.84508}","[{'lat': 13.37136, 'lng': 103.84507}]",94588,"[{'id': '400-4100-0041', 'name': 'Transportation Service', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '7924356'}]","[{'phone': [{'value': '+85512551625'}], 'www': [{'value': 'http://www.facebook.com/daangkorguide'}]}]","[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Royal Archery Club,here:pds:place:116w63u5-dfc9832c8d3348528678c69b51da9fe4,en,here:cm:ontology:leisure_outdoor,"{'label': 'Royal Archery Club, 170501 ប្រាសាទបាគង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'ប្រាសាទបាគង', 'district': 'បាគង', 'postalCode': '170501'}","{'lat': 13.367, 'lng': 103.9963}","[{'lat': 13.36712, 'lng': 103.99637}]",17319,"[{'id': '550-5520-0000', 'name': 'Leisure', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '11978755'}]","[{'phone': [{'value': '+85585939441'}], 'www': [{'value': 'http://royalarcheryclub.com'}]}]","[{'text': ['Mon-Sun: 08:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT10H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Angkor Centre for Conservation of Biodiversity,here:pds:place:116w63vz-8205a1a6becd403eb28b4fcdd1c2a0eb,en,here:cm:ontology:leisure_outdoor,"{'label': 'Angkor Centre for Conservation of Biodiversity, 170902 បន្ទាយស្រី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'បន្ទាយស្រី', 'district': 'ឃុនរាម', 'postalCode': '170902'}","{'lat': 13.67824, 'lng': 104.02607}","[{'lat': 13.67823, 'lng': 104.02621}]",17456,"[{'id': '550-5520-0210', 'name': 'Wildlife Refuge', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '2639521'}]","[{'phone': [{'value': '+85599604017'}], 'www': [{'value': 'http://www.accb-cambodia.org'}]}]","[{'text': ['Mon-Sun: 08:00 - 15:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT07H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Angkor Botanical Garden,here:pds:place:116w63u5-7d874380366a4b7b2e77182f2873820e,en,here:cm:ontology:leisure_outdoor,"{'label': 'Angkor Botanical Garden, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.38371, 'lng': 103.86309}","[{'lat': 13.38369, 'lng': 103.86323}]",21845,"[{'id': '550-5510-0204', 'name': 'Garden', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '24798777'}]","[{'phone': [{'value': '+85517865656'}], 'www': [{'value': 'http://web.facebook.com/angkorbotanicalgardenabg'}]}]","[{'text': ['Tue-Sun: 08:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT10H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Cambodia Trails,here:pds:place:116aabd1-af393878512506c4704ba62bb0ba8c7c,en,here:cm:ontology:leisure_outdoor,"{'label': 'Cambodia Trails, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.36791, 'lng': 103.8518}","[{'lat': 13.36784, 'lng': 103.85191}]",23953,"[{'id': '550-5510-0379', 'name': 'Outdoor Service', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}, {'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing'}, {'id': '700-7460-0115', 'name': 'Tourist Information'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '3444286'}]","[{'phone': [{'value': '+855977355252'}], 'www': [{'value': 'http://www.cambodiatrails.com', 'categories': [{'id': '700-7400-0133'}, {'id': '700-7460-0115'}]}, {'value': 'https://www.cambodiatrails.com', 'categories': [{'id': '300-3000-0000'}, {'id': '550-5510-0379'}]}]}]","[{'categories': [{'id': '300-3000-0000'}, {'id': '550-5510-0379'}], 'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Kids Park Siem Reap,here:pds:place:116w63u5-afe01f83e2084e2db71c5de7deda009d,en,here:cm:ontology:leisure_outdoor,"{'label': 'Kids Park Siem Reap, អេអេច21, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'អេអេច21', 'postalCode': '171202'}","{'lat': 13.3659, 'lng': 103.85196}","[{'lat': 13.36579, 'lng': 103.85189}]",24102,"[{'id': '550-5520-0000', 'name': 'Leisure', 'primary': True}]",,Not Available,"[{'phone': [{'value': '+85523901362'}], 'www': [{'value': 'http://www.kidscityasia.com'}]}]",Not Available,Siem Reap
Cambodia's Believe It or Not,here:pds:place:116w63u5-fb9cc6ee3cb6847473c0732f32c99e45,en,here:cm:ontology:leisure_outdoor,"{'label': ""Cambodia's Believe It or Not, 171202 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.36539, 'lng': 103.85247}","[{'lat': 13.36539, 'lng': 103.85233}]",24105,"[{'id': '550-5520-0000', 'name': 'Leisure', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '8442074'}]",[{'phone': [{'value': '+85563765911'}]}],Not Available,Siem Reap
Angkor Family Guide,here:pds:place:116w63u5-4656b77140d4aa6f96eaf71c92a3ac5b,en,here:cm:ontology:leisure_outdoor,"{'label': 'Angkor Family Guide, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.36539, 'lng': 103.85247}","[{'lat': 13.36539, 'lng': 103.85233}]",24105,"[{'id': '800-8200-0295', 'name': 'Training & Development', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}, {'id': '550-5510-0379', 'name': 'Outdoor Service'}, {'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing'}, {'id': '800-8200-0361', 'name': 'Fine Arts'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '16693038'}]","[{'phone': [{'value': '+85599383855'}], 'www': [{'value': 'http://www.angkorfamilyguide.com'}]}]",Not Available,Siem Reap
ណមលេងទឹក,here:pds:place:116w63gg-c31e67e7ea034f4bb0549720034598fc,km,here:cm:ontology:leisure_outdoor,"{'label': 'ណមលេងទឹក, 171206 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ជ្រាវ', 'postalCode': '171206'}","{'lat': 13.34239, 'lng': 103.87571}","[{'lat': 13.34233, 'lng': 103.87584}]",24490,"[{'id': '550-5520-0357', 'name': 'Water Park', 'primary': True}]",,Not Available,[{'phone': [{'value': '+85578684366'}]}],Not Available,Siem Reap
9d Rides Siem Reap,here:pds:place:116w63gg-e1fec9182b793e0b87636fa5e3e3f039,en,here:cm:ontology:leisure_outdoor,"{'label': '9d Rides Siem Reap, ផ្លូវជាតិ 63, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171202'}","{'lat': 13.35521, 'lng': 103.85357}","[{'lat': 13.35519, 'lng': 103.85371}]",24859,"[{'id': '550-5520-0000', 'name': 'Leisure', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '9559809'}]",[{'phone': [{'value': '+855968183109'}]}],Not Available,Siem Reap
Blue Water Park,here:pds:place:116w63u4-1dd0e96614d4afb610cb7608ac902ff4,en,here:cm:ontology:leisure_outdoor,"{'label': 'Blue Water Park, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.36495, 'lng': 103.84144}","[{'lat': 13.36489, 'lng': 103.84157}]",24977,"[{'id': '550-5520-0357', 'name': 'Water Park', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '25103931'}]",[{'phone': [{'value': '+85599929398'}]}],"[{'text': ['Mon-Sun: 09:00 - 18:30'], 'isOpen': True, 'structured': [{'start': 'T090000', 'duration': 'PT09H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Sam Inspire Cambodia,here:pds:place:116w63gf-8a50186665661efe12d01f6bdd8b8a97,en,here:cm:ontology:leisure_outdoor,"{'label': 'Sam Inspire Cambodia, ផ្លូវខេត្ត 2អេសអ3, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 2អេសអ3', 'postalCode': '171202'}","{'lat': 13.35379, 'lng': 103.83967}","[{'lat': 13.35379, 'lng': 103.83967}]",25994,"[{'id': '800-8200-0295', 'name': 'Training & Development', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}, {'id': '550-5520-0000', 'name': 'Leisure'}, {'id': '700-7200-0274', 'name': 'Rental and Leasing'}, {'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing'}, {'id': '800-8200-0361', 'name': 'Fine Arts'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '26226088'}]","[{'phone': [{'value': '+85577848949'}], 'www': [{'value': 'www.sam-inspire.com'}]}]",Not Available,Siem Reap
"Phare Cafe at Phare, the Cambodian Circus",here:pds:place:116w63gf-336ada96b5ec4701adfd21c21d5d4a77,en,here:cm:ontology:leisure_outdoor,"{'label': 'Phare Cafe at Phare, the Cambodian Circus, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.35381, 'lng': 103.83875}","[{'lat': 13.35374, 'lng': 103.83863}]",26062,"[{'id': '550-5520-0000', 'name': 'Leisure', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}]",Not Available,"[{'phone': [{'value': '+85577786847'}], 'www': [{'value': 'http://beyonduniqueescapes.com'}]}]",Not Available,Siem Reap
Kickstart Dirt Bike Adventures,here:pds:place:116w63gg-10293bbc9bb7a8974114130131467cfb,en,here:cm:ontology:leisure_outdoor,"{'label': 'Kickstart Dirt Bike Adventures, ផ្លូវជាតិ 63, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171204'}","{'lat': 13.34007, 'lng': 103.85187}","[{'lat': 13.34004, 'lng': 103.85201}]",26259,"[{'id': '550-5510-0379', 'name': 'Outdoor Service', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '8652589'}]","[{'phone': [{'value': '+85593214444'}], 'www': [{'value': 'http://www.kickstartcambodia.com/index.php/tours-sub/full-day-tours-sr'}]}]","[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Angkor Wat Putt,here:pds:place:116w63gg-7fa2af82bc644511b847059191105298,en,here:cm:ontology:leisure_outdoor,"{'label': 'Angkor Wat Putt, 171206 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ជ្រាវ', 'postalCode': '171206'}","{'lat': 13.32347, 'lng': 103.87079}","[{'lat': 13.32334, 'lng': 103.87078}]",26528,"[{'id': '550-5520-0000', 'name': 'Leisure', 'primary': True}, {'id': '550-5510-0202', 'name': 'Park-Recreation Area'}, {'id': '550-5520-0207', 'name': 'Amusement Park'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '3157529'}]","[{'phone': [{'value': '+85512302330'}], 'www': [{'value': 'http://www.angkorwatputt.com'}]}]","[{'categories': [{'id': '550-5510-0202'}, {'id': '550-5520-0000'}], 'text': ['Mon-Sun: 08:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Butterfly Paradise,here:pds:place:116w63gf-26bb113ff7bf4e73ba2a80e6aee68ff8,en,here:cm:ontology:leisure_outdoor,"{'label': 'Butterfly Paradise, 171208 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សំបួរ', 'postalCode': '171208'}","{'lat': 13.35066, 'lng': 103.81874}","[{'lat': 13.35074, 'lng': 103.81863}]",27848,"[{'id': '550-5520-0208', 'name': 'Zoo', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '15136929'}]","[{'phone': [{'value': '+85512558768'}], 'www': [{'value': 'http://www.butterflyparadise.net'}]}]","[{'text': ['Mon-Fri, Sun: 09:00 - 16:30'], 'isOpen': True, 'structured': [{'start': 'T090000', 'duration': 'PT07H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SU'}]}]",Siem Reap
Angkor Wildlife & Aquarium,here:pds:place:116w6652-e5562709b73d77297cc540d40d92fcad,en,here:cm:ontology:leisure_outdoor,"{'label': 'Angkor Wildlife & Aquarium, 170406 សូត្រនិគម, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សូត្រនិគម', 'district': 'ខ្ចាស់', 'postalCode': '170406'}","{'lat': 13.26807, 'lng': 104.06705}","[{'lat': 13.26794, 'lng': 104.06705}]",29045,"[{'id': '550-5520-0208', 'name': 'Zoo', 'primary': True}, {'id': '550-5520-0211', 'name': 'Aquarium'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '24998284'}]",[{'phone': [{'value': '+85581502555'}]}],"[{'categories': [{'id': '550-5520-0211'}], 'text': ['Mon-Sun: 08:00 - 17:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Triple A Adventures Cambodia,here:pds:place:116w6649-bd4ff2169c4c4296b54bc97115babe29,en,here:cm:ontology:leisure_outdoor,"{'label': 'Triple A Adventures Cambodia, 170404 សូត្រនិគម, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សូត្រនិគម', 'district': 'កំពង់ឃ្លាំង', 'postalCode': '170404'}","{'lat': 13.13491, 'lng': 104.12343}","[{'lat': 13.13486, 'lng': 104.12357}]",44925,"[{'id': '550-5510-0379', 'name': 'Outdoor Service', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}, {'id': '700-7400-0133', 'name': 'Travel Agent/Ticketing'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '3659942'}]","[{'phone': [{'value': '+855888366004'}], 'www': [{'value': 'http://tripleacambodia.com/siem-reap-floating-village-countryside-day-tour'}]}]",Not Available,Siem Reap
